E,nu,rho,h,a,mR,fR_target,f_low,f_high
77468989672.22159,0.31562289147447276,2628.263689235431,0.001521994673202799,0.11891487048210417,0.021859233063847648,33.9166250781135,33.80806875101341,39.8936013276141
98343679000.30757,0.3241375956910188,2652.796359086985,0.002402462043677862,0.11420810427817255,0.02546280230851968,336.70012833383237,314.46344456300983,376.1825696649044
81653525727.30562,0.3126803892084816,2767.048571238779,0.0020117719077849252,0.08488591895709008,0.03259175586613949,411.78073933525775,359.3797849265317,528.034817012305
106168952270.0993,0.3206031853268663,2707.286830164543,0.001971680623877135,0.08401899579923579,0.023701827973242395,91.60349845588107,91.21715341536034,116.75266424830232
64691260589.21753,0.2904351522420314,2611.5375180291308,0.0018415355207467075,0.10704819293660983,0.028336270784440766,393.0198905353111,299.3122327737938,379.0191969163463
102399406491.18161,0.329971030002354,2671.5158798459643,0.0019612137493940003,0.10936727300981777,0.03182687728362142,61.62079084752203,61.34070058052558,75.55317335661101
98838881436.52628,0.3034962131843192,2618.7267110317953,0.0024336286605066287,0.10210457830215894,0.03389618596511418,34.27136908415445,34.246590966487425,42.10569071648826
60642041667.90756,0.32485175851883236,2636.896142807746,0.0024349516671869974,0.09177058545830276,0.022215751014153066,80.23164129252294,79.96214361188078,95.19227202267754
81875736495.29881,0.277433900621305,2716.927570529363,0.0015730644895125018,0.09404130943976588,0.025328796358692222,212.65877273599335,196.8297278512792,267.6639500722812
66420407586.58636,0.3104590087448449,2625.2464285651295,0.0018335560512646963,0.08092957738970089,0.02628607508311144,56.5022104935458,56.31541078837088,76.42975492526118
69337580775.29982,0.2840118997867493,2740.7331765612303,0.0023530271236938934,0.0812949375968796,0.022442808302466408,73.83569601268184,73.66980861630432,91.15953216587937
64365405210.0783,0.2792686648448561,2654.194850148688,0.001544150709837364,0.10473663458854962,0.02477244604795478,95.89686382103541,93.4007366957902,118.38677271027576
72007378854.71828,0.3280063317938612,2605.699113365187,0.0021744805419952676,0.10204034115732173,0.030425889363574488,199.51854941694862,191.48443772556575,242.29226623485292
72757636560.8419,0.3097804799478228,2788.0295066014887,0.0016178384566586767,0.10065392601826827,0.033353629085491346,78.06036957716185,76.79092564814584,102.1111433962167
72850630246.49179,0.2781012617265367,2727.9044359509853,0.00216398153859706,0.10716304666395411,0.02742824881306687,250.06982977631273,233.90813802941952,289.81185554301265
68499406836.590866,0.2976617959683424,2698.7217262766553,0.002158060327815397,0.1181430065650041,0.029173444194516902,149.63731101348154,144.77071674651273,172.53911933598414
86687939592.46994,0.3279119955721346,2666.9026726887746,0.0018352348896611482,0.10564951929414454,0.023629714753851998,422.9192160873784,345.7585515146711,449.9496292326668
96783675754.82803,0.2912844045214757,2694.4542964335305,0.0018570309201783848,0.10131846559511479,0.020138792490760993,316.3834572906539,291.23851587469494,362.9894910035229
100031790354.46368,0.3183023888150144,2669.585149673397,0.002412314257256168,0.11322203476809953,0.026385941104499655,147.76565669911417,145.8626479290911,169.0218864415336
92070230717.69556,0.2737036160783088,2616.1740478255842,0.0021348748506295374,0.09576132181857414,0.03353481765452385,410.2992181155778,357.9727514959282,502.721402134712
104666410905.32225,0.2852765862890189,2677.2212455488943,0.0022222895757654164,0.10585188144650011,0.03242276633694555,200.49584552254322,194.23731506805038,241.87647300873223
80636621274.19339,0.28805596866434174,2686.9497077785313,0.002110105144643626,0.11898926725339411,0.020239369916014188,491.1121951763636,0.0,0.0
98645697442.98692,0.29302693577056566,2718.2510265785695,0.0016688585652516272,0.11879221717913979,0.02162107891906115,493.22436143614516,0.0,0.0
60411263497.63061,0.3292014611643605,2647.5607278607927,0.001687141811669272,0.09603660137417476,0.021626752986998694,493.0300707609964,351.31872381242846,419.6157810169324
78966079499.44481,0.306939829484787,2653.0698364045334,0.0015506054273450895,0.09721980754264861,0.03352362130428519,426.60177542277444,295.2154761234989,426.4358613884185
96676700610.32092,0.3144646108825654,2718.398401004038,0.002018828442105894,0.11568435535457879,0.020013673127028345,106.74488454374061,105.73628785296111,120.0379997786195
107930654351.12476,0.312805058072705,2670.8508631967584,0.0015393347591866446,0.09851996046793726,0.031079720247753427,54.413351879142986,54.11046314738004,72.43879966531622
69828909917.43799,0.3183060718193409,2794.9527768072503,0.0016681560926116367,0.08037210528564906,0.032685570969068975,185.516589515253,175.9082928400408,263.1011144804384
91240398898.22653,0.3052402345680137,2731.9575802528143,0.0021223196838770645,0.10901420599182773,0.032803310360540495,408.3954236155388,343.2561656840021,464.33995617992923
96380560248.10504,0.3011473148358014,2610.279873282448,0.0018672346880079706,0.10341328689563098,0.0245348187199455,84.15698732738826,83.54022191562142,101.81142959295917
81649275449.99503,0.2960758790780624,2773.41502627941,0.002382610889610519,0.11196652216853428,0.023566146586518035,440.851276243281,386.33885726187503,475.6598166473952
90810062014.59193,0.29208491314609936,2692.682493457032,0.001838340130326212,0.10455185170174146,0.02402662191924807,158.60104161151742,154.0418115599242,188.75403549522318
94440356080.72417,0.29109072266571007,2757.8563649860685,0.0016127116856396216,0.09868015642028947,0.03172002534489235,266.20806469145924,234.0424266488481,334.73099653441466
88102877068.25148,0.29759478047876947,2771.776222654804,0.0022552855968322053,0.08099681883173628,0.0264942691025178,200.8142413563328,197.39600086627013,256.17648205376736
95369089153.8825,0.30263070998201547,2689.4230474597252,0.0022884924361094164,0.10366543293431447,0.030800340373075667,441.25038760305307,385.7317655459647,509.24459723265636
97090660879.34578,0.2781337528391818,2637.9533679704746,0.0019113789248114724,0.10804729724448038,0.03271664546911114,250.82374270504835,230.02007776154022,303.7348904915897
81572547139.51462,0.31660669038791606,2685.1773505463602,0.0021077992424012783,0.11023445738044421,0.03029956002817466,305.26329888621325,274.0778447851237,352.9970619034021
65391020418.44946,0.27637407198975805,2688.6446317160758,0.0016591238315785668,0.11578911631470451,0.02303288441397893,243.88038895182,209.66416254612227,271.3531420270536
62226393338.53339,0.3163818716515169,2658.474685969659,0.001657865149834645,0.08426587041738931,0.03048992748326907,110.85192251248151,108.35595691782942,154.5768261729895
83892570537.05646,0.3227124794426374,2718.9555452465142,0.0024826511985657856,0.10246867988849123,0.02641624280762437,142.36829286338948,140.84821351775764,166.21261019144225
86213619386.37256,0.2989519602631704,2760.403839936254,0.002479474039681724,0.1031595352631969,0.028133270038206953,95.539847551027,95.04631759360959,112.29562641210457
100730748018.28525,0.29944924297618203,2787.451598853463,0.002125158304238119,0.11613046012214057,0.02509834851057394,482.57653567307733,395.04421716402663,450.200678607972
63415779160.83305,0.30640419064389207,2729.7338591659463,0.0022876627641625854,0.09946257720358001,0.0328407029584509,494.87330660260307,392.1497281556509,530.9435403033638
68129910303.4352,0.3188212477445893,2760.0282512964986,0.0015871218944511563,0.08024068923155174,0.03100623063790016,121.5187462784479,118.38347800145051,174.53728560945785
86631315551.962,0.2743000675938616,2730.256693835514,0.001769568251183088,0.08389345745106423,0.03250615076977082,35.80559713846775,35.750362093449226,50.05057248850766
104202779613.54305,0.2781688189595683,2617.2738085556102,0.0019592335432984786,0.08400087033959115,0.02229679700474261,229.5634861294736,223.57635765421895,289.29052821524937
69601147416.3166,0.2870175276240944,2797.5585296227227,0.0018377030618931245,0.09325162658660802,0.032282185476812573,444.12217701250415,338.82552412295684,498.97491454954195
86705852840.2769,0.32704003504492585,2719.9245395566777,0.001699049398595939,0.08359490176256215,0.026009752719169617,227.19999569618741,215.60905284324556,299.92394648422066
104731076310.39252,0.308448247950149,2680.5450215651276,0.002034477221954994,0.10314500967784052,0.02044481771421842,205.11945603735342,199.9087546007473,236.520787264953
68792187427.09224,0.3183529465886667,2651.5100044496476,0.0015406381424738177,0.10478015456875844,0.0339032646293639,126.52855209097747,119.57378594628258,164.490070896831
70647188756.05208,0.3043391453873181,2659.749387909919,0.0024401515170572917,0.10279901190221478,0.023416251410809302,295.682633448743,280.5615013176742,336.5528638073964
104708330688.6289,0.2920439664049266,2753.7561724525244,0.002374894581064015,0.08498258847464958,0.023646355676083315,410.5144451259618,390.24231732384845,494.43512457348936
64304685312.59446,0.32576465310972214,2708.133059102006,0.002284848419437114,0.09543777825487412,0.020032784832116575,117.78971297341218,116.8424098197642,136.7701465713053
75198803028.13948,0.323860496926793,2639.4699387785327,0.0015296160276659608,0.0986131672745709,0.029054086255358852,201.00089497051667,182.15270696693213,256.24019542465317
77298096726.66232,0.3229892439228208,2639.9666898821893,0.0021679693547172058,0.1138988894027453,0.030637503530220045,377.0577319846956,318.61884293571467,419.84038740356294
92646558455.02985,0.3223842580191459,2600.975750271828,0.0017968095892874493,0.09680296564703313,0.023155218628671512,297.7078183978095,273.3975684912564,357.5504029009013
84199728184.51904,0.3207369900878842,2713.4126452336504,0.0019497429783677715,0.08994498825641666,0.03421424246495338,222.1989149892003,210.89230370778935,292.84797828517696
98494944751.15106,0.28310368213547743,2791.63770213446,0.0016876760250859489,0.10720003743592814,0.03348729343868028,111.67827386031648,108.89304477474354,140.88884320925396
100789175697.5315,0.2841276513801585,2608.4047898508816,0.002263095331537848,0.08847687746601904,0.020442349407054642,392.5001358568093,372.3974087703127,463.18859927152215
87511676602.94464,0.3113380865422483,2695.0787707884956,0.0018404608581509647,0.09674902572762295,0.033144320675510916,330.78670069103646,286.9770883379715,411.51217841419185
99403331012.37674,0.3008217303695307,2605.2066404496486,0.0020103277496902276,0.11902484739377636,0.02021940695493662,478.7869589030491,390.19209008380676,416.7708953228618
68913301757.23386,0.2803609318562287,2797.394501440951,0.0017194860102877343,0.11629729823325027,0.02159564067068244,316.63731541372715,257.87325755637835,298.0847425109554
70380447995.93607,0.27969813010490036,2703.1239950864974,0.002191527223425614,0.10673040921299762,0.03178675348884174,226.4388585107654,212.7690513919847,268.9575882980176
66409328780.090485,0.2858273765653817,2706.2294264222023,0.0020250209096099687,0.10964804561487766,0.03148207752720116,51.939891157489775,51.69912797029659,63.04427127522699
72859632934.3267,0.3177271343708379,2660.355120069309,0.0020707562377802026,0.09485190668122509,0.021049194613773164,163.25717116299882,160.1608450076185,193.63464760842882
104681755298.42268,0.2802940471455546,2669.1256049205367,0.0021232469979183596,0.0881477520523646,0.03499770241333535,329.23032838534044,306.5845748755321,430.46877601835695
98076915756.64569,0.31574947387274316,2702.0281788954358,0.0015401089668492887,0.10678991188685928,0.023036673305099627,254.77029789047296,227.51585608707381,298.529490144599
76878435341.72858,0.2975526670895925,2730.857365963645,0.00199253761911507,0.11167175238545257,0.032945556597830536,330.80455984668527,278.2803835274394,377.57426292588696
102198357397.40521,0.2845032231418582,2618.308469641878,0.002480616150223971,0.10081161251990822,0.0274282741298962,186.12795974678318,183.25742562249366,220.31277500630804
76956905614.22299,0.31130026656213133,2676.4121083375617,0.001516330825881263,0.08186738044066712,0.02295274129089471,50.69998577996998,50.51613309171408,68.76207734638965
75690026360.25786,0.2986486217548847,2607.3133297376803,0.0022828374398164036,0.11326662106753002,0.02873131628559647,362.9240528710422,318.07889700324,406.2018886917062
88842912883.4193,0.27051984722617994,2706.199548504508,0.0017597406626715588,0.10427774489668705,0.032866566408311204,435.2514535657872,323.5678373039992,436.74574374100325
76805648678.7778,0.2753067153308178,2619.9870935770628,0.0016394026440803798,0.11300049398982345,0.03331583261910665,441.6020124220229,280.0919038738042,327.8813874208918
82438441524.89706,0.28140851707864406,2673.005542227279,0.0020473506163744557,0.10349675154894007,0.026654683534869206,299.99123804279503,274.2991620974562,350.95101534694277
68897126950.3495,0.32493656686061073,2710.779652862369,0.0018647241203010338,0.10404923975047232,0.02785531823747493,419.4328782402852,324.2218699452671,416.3414325374572
67410620360.374146,0.2972843740052536,2611.69724577706,0.002144715819003521,0.10500999730183617,0.023248385502411126,454.8137782876684,375.72941014682067,469.2810981361488
108823134880.32187,0.32849575516452134,2730.9349394302317,0.00183446357375403,0.11876935074476402,0.023441248979924025,67.71024901746846,67.3381338491649,77.99536592126093
80318114524.1835,0.31171353077662267,2614.823375369944,0.0019735892153999075,0.11737886362326379,0.02233396192631263,380.0315468663525,318.52742962366676,378.86778050618636
91567576734.06905,0.2884243004198642,2672.176041942777,0.0015062741598137236,0.11532916984564447,0.028718598464698524,114.08984128494555,109.68605751224688,139.57261545636902
71790268258.72025,0.2777519937691876,2757.736204942534,0.0015666605317202625,0.09898304373999961,0.032410093596329306,205.1696943544325,182.96496825669757,261.8797967872266
88791422461.50351,0.2832861026808328,2665.4866421379893,0.00180760752476863,0.09163739445637777,0.026488600069821372,329.7650000472421,295.4235381902936,408.2285289622147
91262113169.87236,0.3002543101062877,2741.1534249517067,0.002381876429441489,0.10958073200425872,0.022813556734360356,186.58155758641433,183.00385104563827,210.651704500698
62066653789.850174,0.3041729934070923,2656.1094899421137,0.0021238214872101747,0.1163109141895978,0.034549030466485,430.5043032927927,314.49250933884326,361.2386938890053
103610229540.52661,0.30519311104942426,2690.18789714502,0.0019335645236556542,0.09733326691849642,0.028119139586979005,469.9747947080303,392.88872228018255,550.4023696011024
99074888601.60616,0.2817459388267672,2691.399746911239,0.0024590105416119864,0.10727769335591707,0.030975629581353303,255.6001883402972,245.65819482123618,299.1884274543264
70458674722.35245,0.2795546325210535,2656.8623374188774,0.0020802846651853816,0.08820788277127788,0.02762427014282699,372.5818446632201,332.97997293282833,459.1024761162099
109142842860.80927,0.30794656356888817,2656.1206523863625,0.002445070745306517,0.11175411185157777,0.03408403659274559,233.78503164141546,225.5273724831946,275.30617220878673
87645746380.08194,0.31707086364811154,2651.659289775718,0.0022407871857559425,0.08281249863938485,0.03365555409286866,100.08539400166217,99.51157758548824,134.9854924067247
64128256699.52463,0.3157114152612356,2793.3850908400327,0.0023063015316013924,0.10670238278312597,0.03452508260470209,104.63902595295971,103.24217249811157,126.33521883040451
74945952667.85674,0.30500237624813253,2738.411834580361,0.0018105994448416984,0.10262883311597817,0.030041454231167608,356.6783915443398,291.1105310078365,412.72043222254143
62706152385.03214,0.3211537224834189,2723.9172796945536,0.002301564272872552,0.08622992187392309,0.03145953188472354,134.55793977791834,132.7522648705094,173.36201997563572
80091801125.06381,0.28962650655849276,2777.500625845992,0.002349858908037116,0.11840526186339953,0.023853167402095383,452.3724716610007,381.8170243064357,426.40337506582597
84634078271.92703,0.28023908931770164,2655.2502901867865,0.0018279471994548703,0.10285760143363744,0.030516609239860187,325.74336924674805,278.9084565813147,388.6958164976017
100064375868.08533,0.32583993094359814,2717.3582458624965,0.0015512723585442338,0.1006611370679768,0.021190228570366242,272.4309557565465,246.2502517630052,321.83225342012116
68915286360.06065,0.28101788006817674,2701.552985201751,0.002492839307530737,0.11578177920157118,0.020978719293714785,71.31100670007763,71.07023241622427,79.0758797779339
93981101771.46016,0.2854541703522323,2607.602960643644,0.0023794930424783593,0.11021484685526214,0.021617267863710342,105.47474286843848,104.86392978304816,119.41925692591741
77544055534.56882,0.31001817161928996,2689.911890068851,0.001652917761785614,0.11906887933951729,0.029531413973516076,322.86682249801925,245.61003727841486,298.56006031096155
77575988709.3273,0.309183229455262,2600.419849153867,0.001534000209998561,0.10955459436609069,0.028760416173546875,199.55955948521793,177.81876093234976,242.49945508541558
67886005938.42816,0.27175696917683895,2610.544469136188,0.0020952803471196496,0.11895444013753166,0.023417923846024768,140.91353905918623,137.17744946974213,159.40924586324135
89044077673.98259,0.3245955738950901,2615.657300237644,0.0024648970822476013,0.11157806755360739,0.029545971899574974,311.2895188954432,291.61577435940234,356.25167332910536
91479504069.0205,0.27862652132385457,2651.434989989205,0.0018443952953716676,0.08166155733412561,0.025624601899809543,167.3718715177719,163.92405810057588,222.11827595991437
61732318003.821266,0.29787004154568597,2670.668500972367,0.0022908789884478553,0.11401296900381025,0.0319899210670684,322.3133976312633,279.9338682453472,362.72498012483993
78785608363.72482,0.2786394682687632,2617.5955436314753,0.0023304467164173255,0.09334038142514435,0.02153386913300754,187.35624568044554,184.26325803730737,220.8739683632355
101414957924.45413,0.32207021403135033,2713.901473401582,0.0017935205930953014,0.10312535499424043,0.021016971525033845,321.18214924448847,292.0207742493429,368.67381934362794
88423226858.07275,0.3196531641040434,2654.752979328415,0.002274278740232556,0.10910481436087553,0.02330712358729042,291.84544049269795,275.90787847966817,329.6588647201049
77185586327.52066,0.2982457608592527,2606.6699334100495,0.0018830437986100917,0.08848889148193162,0.024825570516878864,258.92198690786773,243.5206723825032,325.3629187155083
95830926407.73267,0.2767188973599591,2714.307833169032,0.001676886422128924,0.10224623652216315,0.029208680034178904,448.3752847141519,335.58987963156056,449.7387723609328
92632493693.19334,0.28554435222486796,2779.280519007199,0.0022711390801497915,0.09956768899266642,0.02999967519417594,36.24032424591527,36.20757891660623,44.066252248548544
84379227218.21739,0.29650651307986686,2754.6188342011724,0.0023808357564848643,0.11306148060884794,0.020373665666362204,338.7696911598544,316.650449405825,369.3739719530099
67761213179.34752,0.2847919869036655,2790.2902977966496,0.0016683080544765147,0.09512455277652757,0.03211049869877614,261.2264619853754,225.86190186654628,329.0688476570269
97140626567.94806,0.3067757762636889,2601.467301846028,0.0022682291511302837,0.08445916205700459,0.03016896339754862,399.8476132008314,371.88691130300253,511.1094344860889
68938040144.44592,0.2875288602276746,2687.753457269246,0.0020549213273486433,0.11615406904382994,0.025449999919004613,396.77892178311026,318.8463461285172,365.19785982291467
71269255711.40439,0.3011383551706942,2672.514197729584,0.002231163041602392,0.11631900892244595,0.022181406087946554,449.6905879855107,370.7175809650407,404.9421025600411
107968727194.24274,0.293065226052818,2774.1153100535594,0.0019498181067805981,0.09623219714807386,0.03464466453831412,225.03285268902516,214.14719981660448,287.84032200842165
78367967875.70123,0.3234037539667353,2712.3755138367874,0.002116577480834597,0.10528462380944234,0.021889041745237613,386.39268507174796,343.1052249374124,429.6904788837826
94478677280.41898,0.28013388486556046,2652.1449412480333,0.0020019398229701056,0.08033089840197093,0.03493298684596458,64.7041338777241,64.50182242004823,91.85715699998069
79175708038.97198,0.31091611151663245,2798.877757861035,0.0022457610515508085,0.08060443674660143,0.03126366574361346,413.587747693626,377.5956137177503,532.5416575751572
94316324547.27391,0.3148809251141504,2605.8666590339813,0.0023864403727024554,0.09000123439428218,0.02508101635239493,183.7941859270584,181.39278687689287,223.96681050725536
105850444307.31519,0.30476346231007295,2605.566763072721,0.0019247992695881951,0.08752573351910968,0.02655837841254169,168.47846696681918,165.33692865931152,217.737676839505
78286359084.68369,0.2962386297305405,2787.5396281750136,0.0022597880697727887,0.08960570047446731,0.03333280574645971,384.5522068007588,346.59694588889863,477.76392034614463
73524412744.02972,0.3149534508396473,2630.230031571685,0.002482906662149117,0.1078402094414303,0.020649026735842426,276.6174219014141,265.55232457551483,307.81156838815673
72677350552.87949,0.2700435402490112,2684.023300700838,0.0015634700463185208,0.10489294799694918,0.032030867379202806,413.4318217739389,273.8600124774369,348.2369544609833
103769692643.20975,0.3142142379417569,2795.0907425549567,0.0021801169723627022,0.08736963363144375,0.030841636278995936,354.3658601637133,331.81356716140516,446.91152453139745
104558233445.35657,0.3245815742234427,2766.698020660201,0.002263449577950113,0.10427891127014956,0.02953120891120925,154.73186081734946,152.35373699856027,184.32313909969878
108927407701.58261,0.3023236838377766,2652.784644434665,0.0022550634360714162,0.08068735639295395,0.020916975908004305,302.92355948836587,295.5386288911391,372.4945304542887
105418427472.47787,0.3150544444204288,2620.502867629884,0.002444585579450143,0.08556592287075183,0.02284524429219377,131.15161504751694,130.54999472552345,159.69145786271991
103239779261.9543,0.2913417690089764,2723.4831352005963,0.0021509063152488025,0.11903557504086262,0.020919908182508745,312.64964698135356,290.7439029804301,341.51184847702984
86156694477.90378,0.2758663264578213,2797.7282626197284,0.001847189566557965,0.10420206927832375,0.0329814876962802,485.3881164660991,350.87084763402834,445.36678407973307
96160683408.02072,0.2907755162453403,2627.3844422272873,0.0015611917234542325,0.10367903413817944,0.024126951954555415,101.33333605768883,99.51330848008092,125.28958290443965
90859829346.0033,0.3105012645942816,2744.1546562693957,0.0018090876670748234,0.08743959826203665,0.026304071791494063,163.13647166346104,159.21702176085978,210.55422545025573
66899639049.39749,0.3148633667761892,2622.173472726768,0.0023635975149061544,0.1023600757306338,0.03495436057710728,158.99333690554474,154.97044482272085,195.5235398048201
96190585106.89423,0.29527562682966557,2670.685778724053,0.0020471025551174688,0.09971560320309612,0.0206639612485551,282.44456605871034,268.8028341313183,326.40124130049645
85237489756.08282,0.2749337759654697,2640.0409979627398,0.0017110499897719114,0.09773769022120962,0.020286062430639476,66.10772385328187,65.77735405029217,80.02181007625666
107044743826.58005,0.30228127786631925,2731.954852016786,0.0016466918338797676,0.09632294133349113,0.02014863604147815,121.60510277333357,119.874758745533,147.37463366411257
66524564385.21422,0.30316213964763955,2753.2499774057105,0.0024829155020225915,0.08616932877152927,0.02984453324189056,186.0794173765819,182.65145895621458,233.04481197642946
65746776182.542564,0.2947663238416426,2772.9482282838126,0.0015869586217769909,0.1030027886296914,0.03150774318262754,375.7899629726587,263.53727464015054,345.6217172385633
78751913100.87474,0.32175498943168007,2645.410006607195,0.002177467684641357,0.0817632546274858,0.02208120001899632,417.876815962987,387.4825508140706,510.88785735338934
80989068514.78049,0.2926345652100793,2772.8561010512944,0.001800367592634106,0.1066050111463352,0.02150366049185205,437.2505954357718,346.4845112591114,405.9989752199272
77717538798.24603,0.27297173787225043,2671.662323155559,0.002100155682718981,0.09988580017301751,0.03374433356137554,274.5033930284284,251.87920759055004,337.44068889707665
74320263658.31299,0.3243339603896033,2747.3174601958353,0.0020408435367256375,0.08040142651047563,0.028283085387571856,473.6306657683682,409.41391662702637,599.6120024052957
95658470022.26508,0.3180472026291164,2780.9597154370235,0.00225894396828257,0.09538096858759598,0.02508953761543252,223.55045264809323,217.95577324061583,265.92637916209634
86190891161.08508,0.31150965515213985,2657.855635256129,0.002198155660205958,0.09182037403901198,0.03074910321701731,431.91309830866015,381.8900896406622,527.1030891364968
73697681515.67802,0.32560410219805624,2697.297408935539,0.002018344882055455,0.10159835951391505,0.022879539108414605,69.27240534939523,68.95643249057719,82.04915640384314
61834184899.6596,0.32466102750548614,2600.053626287333,0.002060516232650812,0.10428539173368308,0.026760811749366863,63.755987186703926,63.41604714893993,76.88220167800924
85427908929.01396,0.2730597921408977,2607.0244030142267,0.0018534270041016985,0.09477915936217408,0.02717806868102445,493.6420605034699,387.6317376081699,556.7146231051048
102133353709.5459,0.2948786895210358,2701.452551185012,0.0016703335774099879,0.10277004670918007,0.02950391165817852,187.1622940617082,176.9759535480694,233.7027085861564
85273507617.36032,0.31154500966458193,2654.8550458727887,0.0019659067587450983,0.11224264407270518,0.02968708626170622,398.88221203042787,323.20543197446375,422.0206221771193
105785602740.91983,0.327197526129058,2752.8022801251045,0.0015924691854330528,0.10389382540691039,0.020911036774818613,318.03052820641693,280.2903209214671,365.27189846794454
92441716154.81537,0.2722342087886216,2664.0231049204644,0.0017499993772724849,0.11551843327085688,0.028367238992479338,271.0612304113379,236.44870937210442,311.51107487961434
95242695058.4808,0.3104391760980536,2763.875739408055,0.0018307777677183047,0.10844795595235115,0.03304105529819254,71.01548487894658,70.43086621183221,88.3202036867579
83780013299.1499,0.3202190381948089,2774.4368735116554,0.002135465585927723,0.10547561563133113,0.02424793748994746,334.1084469936046,305.32417161397836,379.0057588321926
108522511661.15936,0.2999879025365082,2691.387239971141,0.0024763385485020275,0.0972322722627491,0.03375355275543268,477.24752185065205,429.4284911019179,570.1971739142658
104520554660.72894,0.3258644331106416,2601.944146140713,0.0021816921476545056,0.10671426397099527,0.030662646909303176,76.09906567214117,75.75356356279134,92.26193596672667
100568119676.8395,0.2961488796885434,2668.0306376256945,0.0020959489122395485,0.08917055470046976,0.02080081259583444,208.22045357946132,204.2495125280127,250.66239048549832
60991025241.73902,0.30834207916444123,2764.898996058875,0.0015376848342173732,0.09154238567593523,0.03401945949038264,445.99748885250943,286.5765818623549,410.80822639070686
96479462289.30756,0.3120379953506152,2655.3125072996145,0.002257387441140399,0.11529668235339793,0.02881339624135281,222.22652633071104,213.06056489697218,255.7217651423427
109664247875.08774,0.3184367393914396,2639.4956992565576,0.0015801381918851627,0.09284745901752262,0.024570681622188693,268.6069737511332,247.128682287463,338.69010025020816
77501382454.54294,0.276997663219327,2777.855626390936,0.002226519691331209,0.09829357361576598,0.03449931281742652,72.59869955484265,72.22384279714558,91.02209028477789
69110115912.53992,0.2904682090551626,2676.7024023540434,0.0022956159517339247,0.11505828626229385,0.03424024889691919,484.71455910436964,364.17814950945325,417.54555758401847
68657870256.42104,0.2709885800555654,2622.0248091642807,0.0023262610789893732,0.11081357064341398,0.03497589894610427,42.238231389789135,42.14348524752132,51.120371072616585
83040726432.58273,0.292269914515744,2699.7183192514485,0.002231102757521786,0.09253849644857809,0.02804041800839096,259.36474577109755,248.395741113806,317.62231966157174
71952294495.62456,0.301146488928355,2653.6072214749197,0.001744935198674437,0.10697810993933396,0.023571593324788555,47.42539526181689,47.23866832914298,56.93138182980261
95318851191.53836,0.30110786861065475,2765.499509750808,0.002312912807033365,0.10282899239767429,0.03497799238525154,225.0095913258379,216.39043767817955,273.5664389100924
